Country,City,HijriYear,HijriMonth,HijriMonthName,GregorianStartDate,GregorianYear,Authority,Method,SourceURL,ConfidenceScore,Notes,RecordId
Saudi Arabia,Makkah,1410,4,Rabi al-Thani,,,,,,,,80957ad3dc6ddfe8
Saudi Arabia,Makkah,1410,5,Jumada al-Ula,,,,,,,,55be7e0845dbb3ac
Saudi Arabia,Makkah,1410,6,Jumada al-Akhirah,,,,,,,,c6de7e07d91b8bff
Saudi Arabia,Makkah,1410,7,Rajab,,,,,,,,5c21eff5e27f0999
Saudi Arabia,Makkah,1410,8,Shaban,,,,,,,,ae7dfabce85a5243
Saudi Arabia,Makkah,1410,9,Ramadan,,,,,,,,380c40ae63f4f442
Saudi Arabia,Makkah,1410,10,Shawwal,,,,,,,,85adf1c3621e8183
Saudi Arabia,Makkah,1410,11,Dhu al-Qadah,,,,,,,,c1494feae2474ce7
Saudi Arabia,Makkah,1410,12,Dhu al-Hijjah,,,,,,,,b9673f54efd37691
Saudi Arabia,Makkah,1411,1,Muharram,,,,,,,,359a3b813b0d2771
Saudi Arabia,Makkah,1411,2,Safar,,,,,,,,08fb201f83ae741e
